,NPM,Judul,Abstrak,jurusan
39,080411100010,KLASIFIKASI STATUS GIZI BALITA MENGGUNAKAN KOHONEN SELF ORGANIZING MAP,"Aplikasi klasifikasi status gizi balita ini dibuat untuk mempermudah dilakukannya kontrol terhadap perkembangan status gizi balita terutama di tempat penelitian ini dilakukan yaitu Kecamatan Arosbaya, tepatnya di Puskesmas Arosbaya. Aplikasi ini juga dapat digunakan sebagai media informasi karena dapat diisi dengan informasi yang berkaitan dengan Puskesmas Arosbaya sendiri. Untuk menentukan status gizi balita di aplikasi ini, digunakan metode Kohonen Self Organizing Map, dengan mengambil data dari Puskesmas Arosbaya. Parameter yang digunakan ada empat, yaitu: usia, jenis kelamin, tinggi badan, dan berat badan. Karena metode K-SOM hanya dapat digunakan untuk menentukan cluster maka dibuatlah sebuah rule untuk menentukan klasifikasi data pada kelas tertentu.Umumnya untuk mengetahui status gizi balita hanya menggunakan tiga parameter, namun pada penelitian ini akan menggunakan empat parameter. Hasil klasifikasi akan dibagi menjadi 3 kelas, yaitu: kelas 1 (status gizi kurang), kelas 2 (status gizi normal), dan kelas 3 (status gizi normal). Hasil penelitian menunjukkan bahwa sebanyak 88,17% (82 balita) balita berstatus gizi kurang, 8,6% (delapan balita) balita berstatus gizi normal, dan 3,23% (tiga balita) balita berstatus gizi lebih dengan nilai learning rate dan MSE akhir masing-masing 0,09436 dan 0,000792353. Sedangkan nilai akurasi, sencitivity, dan specificity masing adalah 100%.Kata Kunci: Kohonen Self Organizing Map, status gizi balita, Puskesmas Arosbaya",Teknik Informatika
40,070411100083,PERANCANGAN SISTEM INFORMASI PERENCANAAN PRODUKSI DAN PERSEDIAAN BAHAN BAKU TINTA MENGGUNAKAN METODE EOQ (ECONOMIC ORDER QUANTITY)(Studi Kasus Di PT Inktech Indahmulya),"Penelitian ini membahas tentang perancangan sistem informasi perencanaan produksi dan persediaan bahan baku tinta menggunakan metode EOQ (Economic Order Quantity) di PT. Inktech Indahmulya. Selama ini dalam menjalankan rencana produksi yang ada masih menggunakan perencanaan produksi secara sederhana dan didasarkan pengalaman produksi periode-periode sebelumnya, sehingga perusahaan belum mengetahui apakah rencana produksi yang diterapkan sudah optimal. Untuk dapat menentukan jumlah persediaan barang secara tepat, diperlukan pengetahuan untuk mengetahui berapa jumlah barang yang dibutuhkan tiap periode dengan melakukan peramalan. Metode peramalan yang digunakan adalah metode single exponential smoothing dan metode single moving average, metode ini digunakan untuk melakukan peramalan kebutuhan bahan baku pada periode selanjutnya. Hasil penelitian ini mengkonfirmasikan  untuk menentukan jumlah tinta PMG yang harus diproduksi konsisten menggunakan metode peramalan single exponential smoothing dengan nilai MSE berada pada 0,1. Nilai tersebut digunakan untuk menentukan jumlah material produksi yang dibutuhkan dengan menggunakan metode Economic Order Quantity (EOQ). Dari hasil uji coba sistem ini didapatkan hasil biaya persediaan terendah dan jumlah kebutuhan bahan baku yang  diperlukan untuk periode selanjutnya.",Teknik Informatika
41,070411100102,ANALISIS PERAMALAN PENJUALAN PRODUK ASESORIS KOMPUTER MENGGUNAKAN METODE EXPONENTIAL SMOOTHING (ES) DAN ORDINARY LEAST SQUARE (OLS),"Dengan prediksi yang baik, dapat dibuat rencana kerja perusahaan lebih efektif dan efisien. Semakin banyak orang menggunakan Komputer  maka jumlah permintaan konsumen pada Asesoris komputer secara otomatis penjualannya juga akan meningkat. Oleh karena itu dibutuhkan sistem yang dapat memprediksi jumlah penjualan tiap minggunya agar perusahaan mendapatkan keuntungan yang maksimal. Untuk meramalkan pejualan Asesoris komputer Digunakanlah metode peramalan Single Exponential Smoothing (SES) dan metode Oldinary Least Square (OLS). Hasil peramalan tersebut akan dihitung  dan dibandingkan menggunakan Mean Square Error (MSE) untuk mendapatkan hasil error yang terkecil dan peramalan terbaik. Dari beberapa hasil tes perhitungan peramalan yang telah dilakukan dapat diambil kesimpulan bahwa proses peramalan penjualan asesoris komputer menggunakan metode Single Exponential Smoothing (SES) dan Oldinary Least Square (OLS) cukup baik diterapkan untuk studi kasus di SKY DISK Surabaya. Dengan mendapatkan rata-rata MSE sebesar 5257.5 dan rata-rata MAPE sebesar 0.9463%.",Teknik Informatika
42,050411100538,SISTEM INFORMASI GEOGRAFIS PEMETAAN WILAYAH BERDASARKAN TINGKAT KESEJAHTERAAN DI KABUPATEN BANGKALAN MENGGUNAKAN METODE FUZZY MAMDANI,"Menurut pemetaan yang dilakukan oleh Tim Nasional Percepatan Penanggulangan Kemiskinan (TNP2K) pada tahun 2011, kabupaten-kabupaten di pulau Madura memiliki masalah kemiskinan dan merupakan wilayah dengan prioritas 1 dan 2 dalam penanganan kerentanan pangan. Oleh karena itu penulis membuat sistem informasi geografis pemetaan wilayah berdasarkan tingkat kesejahteraan menggunakan metode Fuzzy Mamdani. Metode ini mengatasi keterlibatan objek yang memiliki ketidakpastian di dalam Sistem informasi geografis. Tahapan proses perhitungannya adalah: pembentukan himpunan fuzzy, aturan fungsi implikasi, komposisi aturan dan defuzzyfikasi (nilai z), yang kemudian akan diimplementasikan kedalam pemetaan, sehingga informasi dapat diperolah dengan cepat dan efisien. Dari uji coba yang dilakukan sistem Kec. Tragah dan Kec. Galis, tingkat kesejahteraannya kurang (pemetaan berwarna merah), dengan nilai âKesejahteraan (Z)â (Z = 0,0). Sedangkan untuk Kec. Kamal (Z = 62,2), Kec. Tanah Merah (Z = 57,1), Kec. Modung (Z = 61,50), Kec. Arosbaya (Z = 61,4), Kec. Sepuluh (Z = 56,7), Kec. Klampis (Z = 65,00), Kec. Konang (Z = 63,7), Kec. Geger (Z = 55,7), Kec. Labang (Z = 56,6), Kec. Blega (Z = 55,9), Kec. Kwanyar (Z = 60,4), Kec. Burneh (Z = 56,10), Kec. Socah (Z = 60,8), Kec. Tanjung Bumi (Z = 57,7)dan Kec. Kokop (Z = 57,4) tingkat kesejahteraannya sedang (pemetaan berwarna kuning), Kec. Bangkalan (Z = 68,5) tingkat kesejahteraanya tinggi (pemetaan berwarna hijau).Kata Kunci: Sistem Informasi Geografis, Fuzzy Mamdani, Tingkat Kesejahteraan",Teknik Informatika
43,080411100011,PENERAPAN METODE RADIAL BASIS FUNCTION NETWORK DENGAN K-MEANS CLUSTER UNTUK PERAMALAN KEBUTUHAN STRAW,"Berawal dari permintaan akan Straw (sperma beku) sapi yang tinggi untuk menghasilkan bibit unggul. Bidang Peternakan Dinas Kelautan, Perikanan dan Peternakan (DKPP) Sampang masih belum dapat menentukan berapa banyaknya Straw yang dibutuhkan pada saat permintaan itu datang. Sering terjadi stok Straw yang tersedia kurang memenuhi permintaan para peternak sapi, atau malah sebaliknya persediaan Straw yang ada masih banyak. Data yang digunakan adalah data penggunaan Straw di Kabupaten Sampang bulan Januari 2008 sampai Desember 2011. Peramalan kebutuhan Straw merupakan proses untuk memperkirakan jumlah kebutuhan Straw di masa datang. Metode peramalan yang digunakan dalam sistem ini adalah metode Radial Basis Function Network (RBFN) dengan penentuan hidden node menggunakan K-Means Cluster. Metode K-Means digunakan karena ketepatan penentuan nilai centroid yang akurat, mudah dan penentuannya awalnya secara random. Sedangkan dalam penentuan nilai error menggunakan MAPE (Mean Absolute Percentage Error) dan MSE (Mean Square Error). Dalam uji coba sistem diketahui bahwa sistem mampu memprediksi kebutuhan Straw satu bulan kedepan. Dari evaluasi kinerja sistem diketahui bahwa nilai MAPE dan MSE terkecil diperoleh pada jumlah cluster=3 yang mempunyai Nilai MAPE 10.12%  dan MSE 0.0081.",Teknik Informatika
44,070411100158,AUTO LEVELING BERBASIS FINITE STATE MACHINE (FSM) PADA GAME PEMBELAJARAN BAHASA INGGRIS,"Pengetahuan tentang bahasa Inggris pada jaman globalisasi saat ini sangatlah penting dan menjadi salah satu sarana untuk berkompetisi di segala bidang. Namun demikian, seringkali proses pembelajaran tidak dapat berjalan dengan lancar dikarenakan kurangnya metode pembelajaran yang kurang interaktif. Berangkat dari permasalahan tersebut maka dibangunlah sebuah game yang berunsur edukasi. Game berunsur edukasi harusnya menyenangkan dan tidak terlalu mudah atau terlalu sulit dimainkan  salah satunya dengan penerapan Artifical Intelegent (kecerdasan buatan). Dalam penelitian ini adalah bagaimana pemain mendapatkan tantangan (soal) sesuai dengan kemampuannya (pelevelan mandiri/auto leveling). Sehingga pemain tidak merasa frustasi (jika soalnya terlalu sulit) atau bosan (jika soalnya terlalu mudah). Metode yang dapat digunakan untuk membuat game yang mempunyai pelevelan mandiri adalah metode Finite State Machine (FSM) dan seluruhnya akan diimplementasikan kedalam game engine XNA. Dalam game pembelajaran bahasa Inggris ini terdapat speaking dan reading yang akan memanfaatkan teknologi speech recognition yang terdapat didalam XNA game studio. Dengan melakukan uji coba sistem kepada responden menghasilkan beberapa hal menjadikan game sebagai salah satu media pembelajaran, terciptanya game yang menarik dan menjadi game yang adaptif dengan penerapan perlevelan mandiri. Penggunaan speech recognition dapat meningkatkan kemampuan berbicara dalam bahasa Inggris. Kata Kunci : Education Game, Automatic Leveling, FSM (Finite State Machine), XNA game engine, Speech Recognition.",Teknik Informatika
45,050411100651,RANCANG BANGUN SISTEM INFORMASI PEMETAAN TANAMAN PERTANIAN DI KABUPATEN BANGKALAN,"Kabupaten Bangkalan memiliki lahan pertanian seluas kurang lebih 98.683,38 Ha atau sekitar 79,03 % dari luas kabupaten Bangkalan seluruhnya. Lahan tersebut terdiri atas sawah teknis seluas 1.956,49 Ha tegal seluas 71.751,98 Ha, lahan kering mencapai 77.999,63 Ha yang tersebar di setiap kecamatan dengan topografi datar hingga berbukit. Namun demikian pembangunan pertanian mengalami hambatan karena selain kesuburan tanah rendah sebagian besar pembangunan pertanian masih tradisional  tanpa memerhatikan aspek kesesuaian lahan dan tanaman. Dalam tugas akhir ini dikembangkan sistem informasi pemetaan tanaman pertanian di kabupaten Bangkalan berbasis lahan. Penentuan jenis tanaman pada sistem berpedoman  pada hasil analisa kriteria kesesuaian jenis lahan dan jenis  tanaman dengan menggunakan metode matching dari Dinas Pertanian dan Peternakan Balai Penyuluhan Pertanian (BPP)  kabupaten Bangkalan. Data yang diperoleh diolah menjadi data spasial atau peta lokasi tanaman dengan memanfaatkan Google Maps sebagai aplikasi pemetaannya. Aplikasi Google Maps dipilih karena lebih memudahkan dalam mengetahui dan menentukan lokasi secara lebih detail. Penerapan aplikasi sistem informasi ini dapat membantu  pengguna khususnya petani dalam perencanaan dan pemilihan jenis tanaman yang sesuai untuk dikembangkan pada setiap kecamatan sehingga dapat meningkatkan produktivitas, kuantitas dan kualitas pertanian di kabupaten Bangkalan. 	Kata kunci: 	Kabupaten Bangkalan, Sistem Informasi, Google Maps, Lahan dan Tanaman.",Teknik Informatika
46,070411100119,Pengenalan Tulisan Tangan Carakan Jawa Secara Real Time  Dengan Menggunakan Dominant Point,"Pengenalan tulisan tangan adalah salah satu cabang dari pengenalan pola. Carakan merupakan tulisan yang cukup kompleks dan memiliki karakteristik yang lebih unik dibandingkan dengan tulisan latin, apalagi bila ditulis dengan tulisan tangan. Faktor yang menyebabkan proses pengenalan tulisan carakan sulit untuk dilakukan adalah variasi bentuk tulisan carakan dan memiliki kemiripan antar huruf. Hal ini memungkinkan adanya kesalahan dalam proses klasifikasi. Pada penelitian ini dibangun sistem pengenalan tulisan tangan secara real time dimana proses ekstraksi ciri menggunakan metode Dominant Point untuk mendapatkan ciri pada setiap karakter masukan. Metode ini pada dasarnya sistem akan membaca arah goresan pena yang didasarkan pada kumpulan titik. Pada proses klasifikasi serta pengenalan karakter menggunakan Fine Classification. Pada proses ini, pengenalan dilakukan dengan tiga tahap yaitu penilaian prakandidat, menyeleksi kandidat, lalu pencocokan karakter. Proses ini yang membuat sistem dengan cepat melakukan proses pengenalan. Dari uji coba yang dilakukan pada sistem, hasil terbaik untuk pengenalan citra huruf tulisan tangan carakan diperoleh dari data pelatihan sebanyak 600 citra pada data uji coba skenario ke 3 dengan akurasi sebesar 90%. Sedangkan hasil terendah diperoleh dari data pelatihan sebanyak 200 citra pada data uji coba skenario ke 1 dengan akurasi sebesar 40%. Hasil akurasi rata-rata dari sembilan skenario adalah sebesar 67,67%.Kata kunci: Handwriting Recognition, Carakan, Dominant Point,  Fine Classification.",Teknik Informatika
47,080411100113,SISTEM PEROLEHAN CITRA BERBASIS ISI MENGGUNAKAN WAVELET HAAR DAN EUCLIDEAN DISTANCE,"Batik merupakan seni yang paling penting dalam kehidupan masyarakat Indonesia. Keanekaragaman batik berasal dari beberapa wilayah diseluruh indonesia sehingga menyimbolkan karakteristik ciri pola batik yang berbeda-beda dari masing-masing daerah tempat batik tumbuh dan berkembang. Tugas Akhir ini telah berhasil membuat suatu Sistem Perolehan Citra berbasis Isi (SPCI) dengan ciri tekstur yang bertujuan untuk mengetahui ciri dari pola batik tersebut. SPCI merupakan metode atau teknik pencarian gambar citra yang mirip (similar) dengan melakukan perbandingan antara citra query dengan citra yang ada dalam basis data. Pada Penelitian  ini menggunakan ciri tekstur sebagai proses pencarian kemiripan dari delapan wilayah citra batik yang  berbeda yaitu: Cirebon, Bali, Bangkalan, Pamekasan, Sumenep, Yogyakarta, Solo, dan Pekalongan sebagai obyek perolehan citra berbasis isi. Metode yang digunakan pada penelitian ini berbasis tekstur kasar atau lembut yaitu metode Wavelet Haar. Wavelet Haar merupakan metode dimana pada setiap citra didekomposisi menjadi 4 bagian yaitu LL, LH, HL, dan HH. Pada masing-masing bagian tersebut ditentukan nilainya. Sehingga dari hasil ekstraksi fitur akan dilakukan pengukuran kemiripan dengan citra basis data dengan menggunakan metode Euclidean Distance. Citra query dan citra basis data yang dipergunakan sebanyak 200 citra dengan delapan kelas citra didalamnya. Citra tertinggi dari hasil uji coba skenario-skenario pada penelitian ini dapat diambil kesimpulan bahwa akurasi tertinggi ada pada kelas bangkalan, cirebon, pamekasan dan solo. Jumlah citra yang dihasilkan dari perhitungan akurasi adalah 8 citra yang mirip dari 10 citra terbaik yang ditampilkan berdasarkan fitur citra Roughness, yaitu fitur untuk mengetahui apakah sebuah tekstur tersebut kasar atau lembut. Dengan hasil nilai akurasi tertinggi sebesar 80 %.",Teknik Informatika
48,070411100136,SISTEM PERAMALAN KEBUTUHAN OBAT MENGGUNAKAN METODE JARINGAN SYARAF TIRUAN ALGORITMA  BACKPROPAGATION DENGAN FUNGSI LYAPUNOV,"Obat merupakan salah satu kebutuhan penting dalam rumah sakit. Selama ini, kebutuhan pengumpulan data obat adalah masalah yang sering dihadapi oleh Farmasi yang memiliki kewenangan dalam pengadaan obat-obatan di rumah sakit Dr H. Slamet Martodirdjo Pamekasan. Dalam rangka menjamin ketersediaan obat perlu untuk mengatasi kebutuhan obat sesuai dengan jumlah yang dibutuhkan. Dalam rangka memenuhi tingkat kebutuhan untuk obat perlu untuk meramalkan masa depan pasokan obat dengan menggunakan data sebelumnya sebagai data untuk menentukan nilai kesalahan pelatihan metode yang digunakan. Dalam penelitian ini, metode yang akan digunakan untuk memprediksi kebutuhan obat adalah Jaringan Syaraf menggunakan algoritma Backpropagation dengan penambahan fungsi Lyapunov. Dengan penambahan fungsi ini, mampu memecahkan masalah yang terjadi dalam Backpropagation standar sering lambat untuk mencapai konvergensi.Dari uji coba yang dilakukan dengan 3 Skenario didapatkan hasil parameter terbaik untuk melakukan peramalan pada nama obat Ambroxol dengan  nilai (?) sebesar 13, learning rate 0.4 dan epoch=125 memperoleh  nilai MAPE  2.7% .  Obat Bisoprolol Tab 5mg dengan nilai (?) sebesar 2,  learning rater  0.5 dan epoch 150 memperoleh nilai MAPE  2,94089%.  Obat Cefixime Caps 100mg dengan  nilai (?) sebesar 4, learning rate   0.2  dan epoch 100  memperoleh nilai MAPE  1,10466%.",Teknik Informatika
49,070411100023,Visualisasi Proses Terjadinya Hujan Berbasis Second Life,"ABSTRAKPerkembangan teknologi masa kini telah memungkinkan manusia untuk merasakan suatu pengalaman yang nyata tanpa perlu adanya dunia luar atau materi. Teknologi ini sering disebut teknologi virtual reality. Teknologi virtual reality dapat diterapkan di berbagai bidang salah satunya adalah didalam dunia pembelajaran. Didalam penelitian ini akan membuat suatu pembelajaran mengenai proses terjadinya hujan yang dikemas didalam simulasi virtual reality. Tujuan utama dari pengembangan virtual reality adalah untuk menirukan alam nyata ke dalam dunia maya semakin membuat kedekatan imitasi animasi realitas ke dalam dunia maya. Kehadiran teknologi virtual reality ini dimanfaatkan semaksimal mungkin dalam kehidupan sehari-hari. Didalam Penelitian ini ditetapkan perilaku yang menjadi objek adalah kegiatan proses terjadinya hujan. Kegunaan Second Life sebagai platform untuk menghidupkan konsep dalam pembelajaran proses terjadinya hujan menjadi 3 dimensi karena Second Life sangat memadai untuk memvisualisasikan sebuah bentuk 3D dan Second Life merupakan Platform yang sangat mendukung untuk membuat suatu pembelajaran. Hasil uji coba visualisasi terhadap responden mendapatkan suatu pembelajaran visualisasi proses hujan dengan cara yang berbeda dan menarik dan mudah dimengerti. Kata kunci: Virtual Reality (VR), Multimedia Proses Hujan, Second Life ",Teknik Informatika
50,080411100078,IMPLEMENTASI  METODE N-GRAM PADA PEMBUATAN GAME FIGHTING MADURA BERBASIS ANDROID OS MOBILE,Teknologi mobile  game  berkembang  dengan  sangat  pesat. mobile  game memiliki  banyak  peminat  dari berbagai kalangan karena keragaman variasinya. Hal inilah yang menjadi dasar bagi para pengembang untuk terus  mengembangkan mobile  game. Pada  penelitian  ini  dibuat sebuah Game  Fighting dengan  platform Android. Game  Fighting adalah  salah  satu  genre  video  game  dimana  seorang  player  mengontrol  seorang karakter di layar permainan dan  melakukan pertarungan jarak dekat (close combat) dengan  seorang lawan. Game  fighting  dibuat  dengan  mengimplementasikan  Metode  N-gram.  Metode  N-gram  diterapkan  pada pembuatan  pergerakan  NPC  (Non  Playable  Character)  dalam  bertarung. NPC  dapat  memprediksi  gerakan lawan  selanjutnya  dengan  menggunakan  metode  N-gram.  Dari  30  gerakan  pertama  player  NPC  dapat memprediksi 9 gerakan dengan tepat. Prediksi akan menjadi semakin akurat dengan semakin banyaknya key yang tercipta. 6 dari 9 prediksi gerakan yang tepat terjadi antara pada gerakan ke-20 sampai gerakan ke-30. Metode ini akan cenderung membuat NPC bertahan jika player bergerak agresif menyerang. Hasil pengujian Game  Fighting  dapat  berjalan  dengan  baik  pada  emulator  dan  smartphone  android  yang  memiliki  resolusi screen 320 x 480 pixels. Aplikasi game ini masih dapat berjalan lancar pada tipe smartphone Android yang memiliki  resolusi  screen  lebih  besar  atau  lebih  kecil  dari 320  x  480  pixels  akan  tetapi  tampilannya  tidak sempurna. ,Teknik Informatika
51,070411100081,IMPLEMENTASI PERFORMANCE PRISM UNTUK SISTEM PENGUKURAN KINERJA PERUSAHAAN,"Pengukuran kinerja adalah proses di mana organisasi menetapkan parameter hasil untuk dicapai oleh program, investasi, dan akusisi yang dilakukan. Dalam pengukuran kinerja perusahaan diperlukan indikator yang jelas sehingga bisa diketahui peningkatan atau penurunan indeks produktivitas yang menjadi tolak ukur perusahaan dalam mengukur kinerjanya. Pengukuran kinerja salah satunya diterapkan pada PT. Preshion Engineering Plastec Surabaya supaya  tetap  dapat menguasai  pasar  dan  mempertahankan  pelanggannya. Dengan menggunakan Performance Prism, metode ini mempertimbangkan semua kebutuhan dan keinginan dari semua stakeholder yang nantinya akan dijadikan dasar untuk menyusun Key Performance Indicators (KPI) kemudian KPI tersebut dibobotkan dengan ANP selanjutnya dilakukan scoring dengan Objective Matrix (OMAX) untuk mengetahui indeks produktivitas dari kinerja perusahaan. Hasil dari penelitian ini adalah dalam mengevaluasi kinerja PT Preshion Engineering Plastec Surabaya didapatkan 6 stakeholder dengan 19 subkriteria atau KPI. Dari 19 KPI tersebut, KPI Profit Growth  mendapatkan bobot normal paling tinggi yaitu 0,05307 dan KPI jumlah rapat bobotnya paling rendah yaitu 0,05262. Indeks produktivitas perusahaan pada tahun 2010 mengalami penurunan sebesar 0,29642 dari tahun 2009. Ini diakibatkan sebanyak 15 KPI pencapaiannya dibawah target. Namun untuk tahun 2011 indeks produktivitas perusahaan mengalami kenaikan dari tahun 2010 sebesar 0,420018.",Teknik Informatika
52,070411100042,PENGEMBANGAN VIRTUAL CLASS UNTUK PEMBELAJARAN INTERAKTIF MATA PELAJARAN MATEMATIKA SISWA SMP BERBASIS SECOND LIFE,"Internet berkembang dengan cepat beberapa tahun belakangan ini. Banyak hal yang dapat dilakukan dengan internet dari bergabung dengan situs jejaring sosial, bermain games online, belanja melalui shop online, download dan browsing info-info yang dibutuhkan. Bukan hanya itu dunia pendidikan juga ikut meramaikan dunia internet, seperti pembelajaran jarak jauh, virtual class, games pendidikan dan lain-lain. Dalam tugas akhir ini membangun aplikasi virtual class matematika untuk siswa SMP berbasis second life. Tujuan utama dari tugas akhir ini adalah untuk membuat suatu media pembelajaran dengan menerapkan teknologi yang ada yaitu, mata pelajaran yang virtual class matematika berbasis second life. Virtual Class ini dibuat secara online dengan menggunakan Second Life. Aplikasi virtual class ini terbagi dari 6 bab materi mata pelajaran matematika, khususnya untuk siswa SMP kelas VII. Didalam virtual class ini terdapat soal evaluasi untuk setiap babnya.Jika nilai evaluasi kurang dari KKM (Kriteria Kelulusan Minimal) maka siswa wajib melakukan pendalaman materi dan evaluasi ulang. Disini KKM nya menggunakan KKM mata pelajaran matematika untuk siswa VII SMP Negeri 1 Tulangan, yaitu dengan Nilai 75. Kendala dari uji coba aplikasi ini adalah kurangnya koneksi internet yang kuat, karena Aplikasi bersifat online dan memperlukan konekasi internet yang lumayan tinggiKata Kunci :  Internet, Virtual Class, Second Life, matematika",Teknik Informatika
53,070411100129,ANALISIS DAN PENERAPAN ALGORITMA PARTICLE SWARM OPTIMIZATION PADA OPTIMASI PENJADWALAN MATA KULIAH DI JURUSAN TEKNIK INFORMATIKA UNIVERSITAS TRUNOJOYO MADURA,"Penjadwalan mata kuliah di program studi Teknik Informatika Universitas Trunojoyo Madura dilakukan pada setiap pergantian semester. Beberapa faktor yang mendukung penjadwalan mata kuliah antara lain dosen, mahasiswa, mata kuliah, serta jumlah ruang dan waktu yang tersedia. Permasalahan optimasi penjadwalan merupakan masalah yang sudah umum dan telah dipelajari dalam waktu yang lama, namun perlu dicari metodologi atau pendekatan teknis dan sampai saat ini telah berkembang beberapa solusi alternatif yang ditawarkan. Dalam penelitian ini digunakan algoritma Particle Swarm Optimized (PSO) utnuk melakukan optimasi pada jadwal kuliah. Karena algoritma PSO memiliki tool-tool yang cukup handal dengan penggunaan yang cukup mudah. Hasil penelitian menunjukkan bahwa algoritma Particle Swarm Optimiztion dapat diterapkan  dengan lebih baik pada optimasi penjadwalan mata kuliah dengan memaksimalkan penggunaan parameter-parameter dari algoritma Particle Swarm Optimiztion yaitu apabila nilai w besar maka untuk mengoptimalkan nilai velocity gunakan nilai kecil pada c1 dan c2, begitu juga sebaliknya bila nilai w kecil maka gunakan nilai besar pada c1 dan c2.",Teknik Informatika
54,080411100003,Rancang Bangun Sistem Pendukung Keputusan Penentuan Pemberian Bantuan RASKIN Menggunakan Metode SMARTER(Studi Kasus : Kecamatan Batuan Kabupaten Sumenep),"Seiring dengan perubahan dalam paradigma pembangunan ekonomi yang tidak berfokus dalam penanggulangan masalah kemiskinan, maka sudah sepantasnya apabila pemerintah dituntut untuk dapat mengentaskan masalah kemiskinan melalui program-program pengentasan kemiskinan. Salah satu dari banyak program pengentasan kemiskinan yang dilaksanakan oleh pemerintah yaitu program RASKIN. Metode yang dipakai dalam penelitian ini adalah SMARTER (Simple Multi Attribute Rating Technique Exploiting Ranks). Metode SMARTER merupakan bagian dari metode Multiple Criteria Decision Making (MCDM). Metode ini dipilih karena metode SMARTER merupakan suatu bentuk model pendukung keputusan yang digunakan dalam pengambilan keputusan dengan kriteria yang beragam yang nantinya dapat digunakan untuk memecahkan masalah pengambilan keputusan. Penelitian yang dilakukan di Kecamatan Batuan, Kabupaten Sumenep ini menggunakan parameter kemiskinan yaitu sumber air minum, berapa kali makan per hari, kemampuan membeli daging, Ayam, susu per minggu, bahan bakar masak, jumlah pakaian baru, sumber penerangan, aset minimal, lapangan pekerjaan, tempat buang air besar, jenis lantai rumah, jenis dinding rumah, luas lantai rumah, kemampuan berobat jika sakit dan ijazah terakhir.  Pada penelitian ini, sistem pendukung keputusan menggunakan metode SMARTER mampu menganalisa kriteria yang nantinya dapat menentukan penduduk mana yang layak menerima bantuan RASKIN. Sistem ini memiliki tingkat akurasi 80,5% jika dibandingkan dengan data rill pada tahun 2012.   Kata Kunci : RASKIN, Sistem Pendukung Keputusan. SMARTER",Teknik Informatika
55,080411100002,RANCANG BANGUN APLIKASI SEARCH ENGINE DAN SISTEM PENDETEKSI PLAGIARISME MENGGUNAKAN METODE LSA-SOM,"Plagiarisme adalah mencuri gagasan, kata-kata, kalimat atau hasil penelitian orang lain dan menyajikannya seolah-olah sebagai karya sendiri. Metode LSA merupakan salah satu metode dari beberapa metode untuk pendeteksian plagiarisme. Metode Latent Semantic Analysis (LSA) adalah sebuah teori dan metode untuk menggali dan mempresentasikan konteks yang digunakan sebagai sebuah arti kata dengan memanfaatkan komputasi statistik untuk sejumlah corpus yang besar. Penggunaan LSA konvensional bersifat sekuensial dikarenakan masih belum adanya klasterisasi sehingga proses analisa akan dilakukan secara global pada keseluruhan dokumen yang tentunya memerlukan waktu komputasi yang besar. Untuk itu dapat digunakan teknik klasifikasi tak terawasi seperti penggunaan Self Organizing Map (SOM) dan pengujian similaritas secara global hanya dilakukan pada centroid masing-masing kluster untuk kemudian dilakukan pengujian similaritas secara lokal pada klaster yang terpilih yang menjadi bagian dari klaster tersebut. Pada hasil penelitian  LSA-SOM memiliki rata-rata precision 94.4% dan recall 64.04%. Kata kunci : Cosine Similarity, Latent Semantic Analysis, plagiarisme Self Organizing Map, Singular Value Decomposition",Teknik Informatika
56,080411100062,Rancang Bangun CRM Berbasis SMS Gateway disertai Peramalan Pergudangan dengan Metode Fuzzy Time Series,"KUB Rumput Laut Mitra Bahari adalah suatu perusahaan yang bergerak di bidang produksi rumput laut. Selama ini sistem produksi yang dilakukan didasarkan pada inventori atau stok gudang. Produksi terus berlangsung tanpa melihat permintaan penjualan. Sebagai akibatnya sering terjadi permintaan atau penjualan yang melebihi stok sehingga KUB Rumput Laut Mitra Bahari tidak dapat memenuhi permintaan tersebut. Sering juga terjadi permintaan penjualan jumlahnya lebih sedikit dari hasil produksi sehingga terdapat banyak sisa produk yang tidak terjual. Selain itu, pihak perusahaan juga masih belum memanfaatkan hubungan CRM antara pelanggan dengan perusahaan berbasis SMS Gateway, yang dapat mempercepat dan mempermudah hubungan antara pelanggan dengan perusahaan.Oleh karena itu, untuk mengatasi beberapa masalah tersebut, pada tugas akhir ini dibuat aplikasi CRM berbasis SMS Gateway disertai peramalan pergudangan dengan metode Fuzzy Time Series. Hubungan CRM berbasis SMS Gateway antara pelanggan dan perusahaan dapat mempermudah dan mempercepat hubungan antara pelanggan dengan perusahaan. Perusahaan akan mengetahui apa yang diharapkan dan diperlukan pelanggannya. Disamping itu dalam penelitian ini juga dibuat aplikasi peramalan pergudangan yang nantinya akan ditindak lanjuti menjadi informasi peluang memasok bahan mentah kepada pemasok berbasis SMS Gateway. Dengan adanya hasil peramalan tersebut, pihak perusahaan dapat memperkirakan jumlah stok data produksi yang dibutuhkan pada periode berikutnya.Kata Kunci: CRM, pergudangan, Fuzzy Time Series, SMS Gateway.",Teknik Informatika
